team_id,sprint_id,planned_story_points,total_tasks,actual_sprint_cost,initial_predicted_sprint_cost,residual,initial_absolute_error,initial_absolute_percentage_error,sprint_size_band,small_vs_large,mid_predicted_sprint_cost,mid_absolute_error,mid_absolute_percentage_error,mid_absolute_error_improvement,mid_percentage_error_improvement,mid_beats_initial
T22,S2402,0.0,6,6017.7,7069.826503773321,-1052.126503773321,1052.126503773321,17.48386432978249,small,small,7239.911121943613,1222.2111219436129,20.31027006902326,-170.08461817029183,-2.8264057392407693,False
T22,S2403,0.0,3,2877.0,6243.189161526864,-3366.189161526864,3366.189161526864,117.00344669888301,small,small,6281.862295516574,3404.862295516574,118.34766407773981,-38.67313398970964,-1.344217378856797,False
T22,S2404,3.0,1,2374.2,948.9269316617418,1425.2730683382579,1425.2730683382579,60.031718824793955,small,small,958.9365155471671,1415.2634844528327,59.610120649180054,10.009583885425172,0.42159817561390156,True
T22,S2406,0.0,1,2009.9,1020.511973200407,989.388026799593,989.388026799593,49.22573395689303,small,small,1002.6601447187259,1007.2398552812742,50.113928816422415,-17.851828481681196,-0.8881948595293849,False
T22,S2407,18.0,4,5109.3,12562.517854422862,-7453.217854422862,7453.217854422862,145.87551825930873,medium,large,12395.480483291081,7286.180483291081,142.60623731804907,167.03737113178067,3.269280941259666,True
T22,S2408,0.0,2,9936.5,6599.961481521148,3336.538518478852,3336.538518478852,33.57860935418761,small,small,6458.750178572729,3477.749821427271,34.99974660521583,-141.21130294841896,-1.4211372510282203,False
T3,S241,10.5,11,7100.3,15720.641983752514,-8620.341983752514,8620.341983752514,121.40813745549504,medium,small,15507.60242411377,8407.302424113768,118.4077070562338,213.03955963874614,3.0004303992612336,True
T22,S2410,0.0,2,9957.9,6599.961481521148,3357.9385184788516,3357.9385184788516,33.721352077032826,small,small,6458.750178572729,3499.1498214272706,35.13943523661887,-141.21130294841896,-1.4180831595860468,False
T22,S2411,3.0,3,1127.0,6631.585565159674,-5504.585565159674,5504.585565159674,488.428177920113,small,small,6669.64578110301,5542.64578110301,491.80530444569746,-38.060215943336516,-3.3771265255844582,False
T22,S2412,3.0,1,802.5,1060.7689873924332,-258.26898739243325,258.26898739243325,32.1830513884652,small,small,1098.0835255216718,295.58352552167185,36.83283807123637,-37.3145381292386,-4.649786682771165,False
T22,S2413,0.0,6,5924.7,6409.931426680226,-485.2314266802259,485.2314266802259,8.189974626229613,small,small,6019.298439670237,94.59843967023698,1.5966789823997332,390.63298700998894,6.59329564382988,True
T22,S2414,0.0,1,500.0,1026.0418213036457,-526.0418213036457,526.0418213036457,105.20836426072916,small,small,982.2314714418975,482.2314714418975,96.44629428837949,43.81034986174825,8.762069972349664,True
T22,S2416,0.0,1,7724.3,1019.1081312121274,6705.191868787872,6705.191868787872,86.80646620131108,small,small,978.6308625071076,6745.669137492892,87.33049127419821,-40.477268705019924,-0.5240250728871274,False
T22,S2417,2.0,5,66304.7,6964.471286677315,59340.22871332268,59340.22871332268,89.49626303010598,small,small,6495.613259402375,59809.086740597624,90.20338941371823,-468.8580272749459,-0.7071263836122483,False
T22,S2418,2.0,6,13666.3,6808.1451471907585,6858.154852809241,6858.154852809241,50.18296724650594,small,small,6230.208372645765,7436.091627354234,54.41188637271416,-577.9367745449936,-4.228919126208218,False
T22,S2419,0.0,1,537.6,1055.0582192105899,-517.4582192105898,517.4582192105898,96.25338899006508,small,small,1013.1530165207938,475.5530165207938,88.45852241830241,41.905202689796056,7.794866571762668,True
T3,S242,3.5,7,8075.8,6151.891290763048,1923.9087092369518,1923.9087092369518,23.823134664515614,small,small,6446.098308816224,1629.7016911837763,20.18006502369767,294.2070180531755,3.643069640817945,True
